name,position,team_pts,opp_pts,cmp,att,pass_yds,pass_td,int,rating,sacked,rush_att,rush_yds,rush_td,tgt,rec_yds,rec_td,snap_pct,rec,age,fumbles,games_played,yards_per_attempt_qb,yards_per_attempt_rb,yards_per_reception_wr
Marquez Valdes-Scantling,WR,302,265,0,0,0,0,0,0.0,0,0,0,0,55,430,3,0.62,26,26.86318181818182,0,11,0.0,0.0,13.487272727272728
Devontae Booker,RB,244,399,0,0,0,0,0,0.0,0,145,593,2,45,268,1,0.0,0,29.1700625,0,16,0.0,4.3774999999999995,0.0
Russell Gage,WR,226,372,0,0,0,0,0,0.0,0,0,0,0,94,770,4,0.7438461538461538,66,25.30384615384615,2,13,0.0,0.0,10.095384615384615
Gabriel Davis,WR,415,268,0,0,0,0,0,0.0,0,0,0,0,63,549,6,0.5073333333333333,35,22.22506666666667,0,15,0.0,0.0,14.512
Justin Jackson,RB,380,366,0,0,0,0,0,0.0,0,68,364,2,25,178,0,0.0,0,25.205857142857145,1,14,0.0,4.726428571428571,0.0
Carlos Hyde,RB,136,296,0,0,0,0,0,0.0,0,72,253,1,21,65,0,0.0,0,30.925545454545457,2,11,0.0,2.9618181818181823,0.0
Amon-Ra St. Brown,WR,306,439,0,0,0,0,0,0.0,0,0,0,0,119,912,5,0.75625,90,21.7805625,0,16,0.0,0.0,9.568125
Zach Wilson,QB,212,359,213,383,2334,9,11,71.08461538461539,44,29,185,4,0,0,0,0.0,0,22.101384615384617,1,13,6.000769230769231,0.0,0.0
Carson Wentz,QB,451,365,322,516,3563,27,7,95.15882352941175,32,57,215,1,0,0,0,0.0,0,28.388117647058824,5,17,6.960588235294117,0.0,0.0
Blake Jarwin,TE,276,188,0,0,0,0,0,0.0,0,0,0,0,17,96,2,0.46375,11,27.09175,0,8,0.0,0.0,6.375
Darrynton Evans,RB,27,3,0,0,0,0,0,0.0,0,2,7,0,2,11,0,0.0,0,23.107,0,1,0.0,3.5,0.0
